postcode,data status,lines < 2mbps,average speed,median speed,maximum speed,super fast available,connections
BA15PP,OK,N,>=30,15.3,>=30,Y,16
BA22JW,OK,Y,19.8,7.8,>=30,Y,13
BS312LD,OK,N,19.1,20,>=30,Y,22
BA24NF,OK,N,23.2,12.1,>=30,Y,19
BS396EG,OK,Y,4.7,5.4,8,N,8
BA17PR,OK,Y,11,11.4,18,N,20
BA22SQ,No Data,N/A,N/A,N/A,N/A,Y,0
BS406AZ,OK,Y,5.3,5.7,7.6,N,6
BS397QD,OK,Y,4.2,4.5,5.1,N,12
BA26PJ,OK,N,16,17.1,20.3,N,28
BA13EY,OK,N,17.9,9.6,>=30,Y,11
BA24RZ,OK,N,15,6.7,>=30,Y,27
BA20HG,OK,N,13.4,14.3,19.9,N,9
BA22SN,No Data,N/A,N/A,N/A,N/A,N,0
BA33DY,OK,N,16,15.3,21.3,Y,3
BA15JQ,OK,N,29,17,>=30,Y,9
BA16BW,OK,N,14.3,5,>=30,Y,18
BA21JA,OK,Y,26.4,20,>=30,Y,16
BA32XH,No Data,N/A,N/A,N/A,N/A,Y,0
BS395QQ,OK,Y,3,3.1,5.1,N,20
BS312NH,OK,Y,>=30,15.4,>=30,Y,6
BA33XB,OK,Y,16.3,8.9,>=30,Y,7
BA23PR,OK,N,>=30,>=30,>=30,Y,12
BA14HU,OK,Y,13.9,4.6,>=30,Y,30
BA11PX,No premises,N/A,N/A,N/A,N/A,N,0
BA24JE,No premises,N/A,N/A,N/A,N/A,Y,0
BA32JL,Insufficient Data,N/A,N/A,N/A,N/A,N,1
BA15DD,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA15BW,OK,N,16.6,12,>=30,N,9
BS311EG,OK,N,10.1,8.1,24,Y,9
BA23AS,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA32AH,OK,N,22.4,16.7,>=30,Y,4
BA32SW,OK,N,11.5,8.9,>=30,Y,14
BA18EU,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA16AT,OK,N,14.8,7,>=30,Y,10
BA27EB,OK,N,15.1,16.3,19.8,N,5
BA23NH,OK,N,22.3,20,>=30,Y,20
BA24AJ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS313BY,OK,N,29.6,25.1,>=30,N,4
BS311LT,OK,N,14.6,8.5,>=30,Y,5
BA24QU,OK,N,12.5,7,>=30,Y,10
BA20EB,OK,N,5.5,5.6,8.5,N,12
BA32TA,OK,Y,11.4,9.1,>=30,Y,22
BA11NX,OK,N,11.8,11.3,16.4,N,5
BA13BR,OK,Y,15.2,10,>=30,Y,17
BA12RU,OK,N,17.4,16.5,>=30,Y,47
BA21LR,OK,Y,28.8,20,>=30,Y,21
BS395SH,OK,Y,4.2,4.5,6.3,N,4
BA28LF,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA17QE,OK,N,13,13.3,18.3,N,9
BS397SN,OK,N,12.1,11.7,17.5,Y,7
BA33RZ,OK,N,26.7,12.9,>=30,Y,6
BA32SB,OK,Y,14.2,9.7,>=30,Y,27
BA27GN,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA28SD,OK,N,11.3,3.7,>=30,Y,10
BA16SE,OK,Y,>=30,>=30,>=30,Y,3
BS408YQ,No Data,N/A,N/A,N/A,N/A,N,0
BA17LW,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA12LW,OK,Y,14.4,15.7,22.5,N,29
BA23ZQ,No premises,N/A,N/A,N/A,N/A,N,0
BA21NX,OK,Y,>=30,>=30,>=30,Y,6
BA32XE,No Data,N/A,N/A,N/A,N/A,Y,0
BA29HG,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA20BN,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA20HU,OK,N,10.2,8.1,14.3,N,3
BA17TG,OK,N,6.2,7.1,8.1,N,6
BA28SA,OK,Y,3.3,3.1,5.5,N,12
BA11ET,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA28DQ,OK,N,28.6,20,>=30,Y,5
BA20EG,No Data,N/A,N/A,N/A,N/A,N,0
BA13NW,No Data,N/A,N/A,N/A,N/A,Y,0
BA17DE,OK,N,10.7,8.1,20.5,N,13
BS396UG,OK,N,5.4,5.4,6.8,N,4
BA21DN,OK,N,6.2,6.2,6.7,Y,3
BA16JR,OK,N,29.5,>=30,>=30,Y,13
BA20JH,OK,Y,13.3,16.6,23.1,N,21
BA11ET,No Data,N/A,N/A,N/A,N/A,N,0
BA33TY,OK,N,13.7,14,18.6,Y,4
BS406PJ,OK,Y,3.1,3.4,6.8,N,20
BS311QJ,OK,Y,22.1,10.8,>=30,Y,10
BS408XJ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA25AL,OK,Y,10.2,9.7,17.2,N,24
BS396HG,OK,N,4.4,4.2,6.1,N,5
BS394DA,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA32PT,OK,N,14.4,13.6,>=30,Y,15
BA35TP,No Data,N/A,N/A,N/A,N/A,Y,0
BA13NR,OK,Y,12.1,6.1,>=30,Y,30
BA16ST,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA21SE,OK,N,23.9,20,>=30,Y,23
BA12YD,OK,Y,12.6,9.7,>=30,Y,27
BA14HS,OK,Y,14.1,4.1,>=30,Y,20
BS311QL,OK,N,19,13.3,>=30,Y,17
BA22UQ,OK,N,8.5,8.7,12,N,10
BA15TG,OK,Y,14.5,5.5,>=30,Y,23
BA11UQ,OK,N,9.1,8.9,15.6,Y,5
BA27SE,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS312RB,OK,N,17.7,18.9,>=30,Y,14
BA24AR,OK,N,12,15.2,18,Y,5
BA15JD,OK,N,12.1,7.9,>=30,Y,21
BA25EQ,OK,N,10.2,8.4,16.4,N,9
BA23AF,OK,Y,21.4,8.2,>=30,Y,28
BA16BP,OK,Y,9.7,7.1,>=30,Y,29
BA15BU,OK,N,13.3,14.3,18,N,15
BA28LX,Insufficient Data,N/A,N/A,N/A,N/A,N,1
BA32HE,OK,N,19.1,21.2,23.4,N,12
BS311AU,No Data,N/A,N/A,N/A,N/A,Y,0
BA23BJ,No Data,N/A,N/A,N/A,N/A,Y,0
BA11TS,No Data,N/A,N/A,N/A,N/A,Y,0
BA20QP,No Data,N/A,N/A,N/A,N/A,N,0
BA29ER,No Data,N/A,N/A,N/A,N/A,N,0
BA33TD,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA27NX,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA33SE,OK,N,11.1,11.3,14.2,Y,6
BA12XQ,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA15ND,OK,N,17.6,18,18.5,N,3
BA15BX,No premises,N/A,N/A,N/A,N/A,N,0
BS312UP,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BS312HF,OK,N,19.7,17.5,>=30,Y,12
BA18BZ,No Data,N/A,N/A,N/A,N/A,N,0
BA27HW,OK,N,5.5,4.6,8.1,N,11
BA32PU,OK,N,14,8.9,>=30,Y,21
BS397RN,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BS312ER,No Data,N/A,N/A,N/A,N/A,N,0
BA22SH,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA12LP,OK,Y,16.7,18.2,22.7,N,25
BS394YB,No premises,N/A,N/A,N/A,N/A,N,0
BA16JQ,OK,Y,5,6.9,7.6,Y,3
BA24SP,OK,N,20.9,6.6,>=30,Y,29
BS311DN,No premises,N/A,N/A,N/A,N/A,N,0
BA23EG,No premises,N/A,N/A,N/A,N/A,Y,0
BS312DP,OK,N,19.4,18.1,24,N,9
BA28LA,No Data,N/A,N/A,N/A,N/A,Y,0
BA15RG,No premises,N/A,N/A,N/A,N/A,Y,0
BA28AX,Insufficient Data,N/A,N/A,N/A,N/A,N,1
BS397PZ,OK,Y,10.7,3.6,>=30,Y,22
BA33UU,OK,Y,10.1,8.5,>=30,Y,14
BA12TY,No Data,N/A,N/A,N/A,N/A,Y,0
BS397XL,OK,Y,17.9,3.4,>=30,Y,10
BA17TN,OK,N,9.2,10.9,12.3,N,7
BS313LA,OK,Y,22.5,9.7,>=30,N,21
BS407XD,OK,Y,3.6,3.9,4.9,N,5
BA34AN,OK,N,20.2,11.3,>=30,Y,20
BA39AG,No premises,N/A,N/A,N/A,N/A,N,0
BA14BX,OK,N,17.7,7.7,>=30,Y,17
BS313EG,OK,N,17.5,18.8,>=30,N,17
BA15LA,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA21EA,OK,Y,>=30,>=30,>=30,Y,37
BS397SF,OK,Y,11.1,8,>=30,Y,16
BA23HQ,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA20ET,No Data,N/A,N/A,N/A,N/A,N,0
BA12LN,OK,Y,19.3,18,>=30,Y,39
BA20PJ,No Data,N/A,N/A,N/A,N/A,Y,0
BA13LB,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA15EN,No Data,N/A,N/A,N/A,N/A,Y,0
BA21ER,No premises,N/A,N/A,N/A,N/A,Y,0
BS397YR,OK,Y,2.8,2.9,4.3,Y,21
BA28SE,OK,Y,3.4,3.4,5.1,N,11
BA11PS,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA29AB,OK,N,3.6,3.8,4.3,N,7
BA17RH,OK,N,15.5,15.7,24.4,N,11
BS311NG,OK,N,23,18.5,>=30,Y,10
BA27TY,OK,N,8.9,8.1,15.5,N,5
BA22EF,OK,N,20.9,7.6,>=30,Y,12
BS394DL,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA34BL,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA33PZ,No premises,N/A,N/A,N/A,N/A,N,0
BA13LB,No Data,N/A,N/A,N/A,N/A,Y,0
BA22NY,OK,N,27.2,13.3,>=30,Y,3
BA20LD,OK,Y,11.2,8.1,23.8,N,11
BS394DN,OK,Y,1.3,1.2,2.3,N,12
BA25BJ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA27SP,No Data,N/A,N/A,N/A,N/A,N,0
BA14DJ,OK,Y,17.4,4.8,>=30,Y,14
BA26XE,OK,Y,3.6,4.1,5,N,5
BS397LX,OK,N,19.2,4.2,>=30,Y,5
BA32RN,OK,Y,17.5,8.7,>=30,Y,69
BA13NU,OK,N,7.7,4.8,>=30,Y,11
BS395AY,OK,Y,3.1,2.1,8,N,5
BS311WA,OK,N,>=30,>=30,>=30,Y,7
BS394LN,OK,Y,1.4,1.4,2,N,6
BA17BP,OK,Y,27.8,29.9,>=30,Y,9
BA21NZ,OK,Y,>=30,>=30,>=30,Y,12
BA32TW,OK,N,16.3,16.8,>=30,Y,10
BA29BX,OK,N,4.7,4.8,5.7,N,4
BS396TN,OK,N,5.8,5.3,7.5,N,3
BA26HH,No Data,N/A,N/A,N/A,N/A,N,0
BA26NE,OK,Y,20.6,11.1,>=30,Y,27
BS311SN,OK,N,19.9,13,>=30,Y,11
BS312TG,Insufficient Data,N/A,N/A,N/A,N/A,N,1
BS311RH,OK,N,>=30,>=30,>=30,Y,4
BA28EH,OK,Y,12.8,2.6,>=30,Y,14
BA14PA,OK,Y,13,2.7,>=30,Y,29
BA15XE,No premises,N/A,N/A,N/A,N/A,N,0
BA13BA,OK,N,14.6,16.5,19.3,Y,11
BA33QE,OK,Y,16.5,15,>=30,Y,9
BA11UJ,OK,N,20.6,20.4,21.9,N,3
BA32AP,OK,N,21.4,18.5,>=30,Y,18
BA11DE,OK,Y,12.3,11.9,23.1,Y,13
BA20QF,OK,N,11.5,10.8,18.3,N,15
BS312PW,OK,N,22.7,19.1,>=30,Y,15
BS311EY,No Data,N/A,N/A,N/A,N/A,N,0
BS406BT,OK,N,6.7,6.8,8.1,N,12
BA12TZ,OK,N,20.9,16.8,>=30,Y,19
BA10TU,No Data,N/A,N/A,N/A,N/A,N,0
BA33XD,OK,N,13.4,10.2,>=30,Y,16
BS397AE,OK,Y,4.5,2.7,16.3,N,8
BS406LB,OK,Y,4.2,4,8,N,15
BA23LD,OK,N,>=30,20,>=30,Y,5
BA16HE,OK,N,7.2,5.4,20.9,Y,10
BS406EB,OK,Y,5.3,6.8,8.1,N,9
BA22UU,OK,Y,18.7,14.3,>=30,Y,34
BA33HH,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BS408TL,OK,N,8.9,7.8,12.3,N,3
BA15ES,No premises,N/A,N/A,N/A,N/A,Y,0
BA11QT,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA11RL,No premises,N/A,N/A,N/A,N/A,Y,0
BA12UJ,OK,N,26.6,12.2,>=30,Y,6
BS313BQ,OK,N,23.2,19.7,>=30,N,12
BA14JZ,OK,Y,15.7,3.5,>=30,Y,17
BA33AG,OK,N,14.6,16.4,22,N,5
BA33XX,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA20AJ,OK,N,6.1,5.8,10.5,N,12
BA11EE,No Data,N/A,N/A,N/A,N/A,N,0
BA17PT,OK,N,12.8,13.8,17.9,N,13
BA16JF,OK,N,6,5.6,9.1,Y,4
BA14NQ,OK,Y,8.4,3.6,27.8,Y,12
BA11QG,Insufficient Data,N/A,N/A,N/A,N/A,N,1
BA21RP,OK,N,>=30,>=30,>=30,Y,15
BS408TB,OK,Y,12.4,14,19.4,N,10
BA28HG,No Data,N/A,N/A,N/A,N/A,Y,0
BS418NN,OK,Y,1.7,1.6,2.5,N,3
BS397XW,OK,Y,11.7,2.7,>=30,Y,28
BA22QN,OK,Y,24.9,>=30,>=30,Y,11
BA20BU,OK,Y,5.6,6.1,8.3,N,18
BS396EQ,OK,Y,2.8,2.3,6.2,N,5
BA32SJ,No Data,N/A,N/A,N/A,N/A,Y,0
BA22BR,OK,N,9.1,9.6,12.3,N,9
BA11SB,No Data,N/A,N/A,N/A,N/A,N,0
BA22QS,OK,Y,14.4,15.9,>=30,Y,12
BA33JL,OK,N,15.3,16.8,22.5,N,27
BS408YH,No Data,N/A,N/A,N/A,N/A,N,0
BS311AU,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA11AU,OK,N,19.5,20.2,22,Y,6
BS397PE,OK,N,>=30,>=30,>=30,Y,5
BS395PH,No Data,N/A,N/A,N/A,N/A,N,0
BS408SL,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BS397NE,OK,Y,6.9,3,>=30,Y,10
BA21RG,OK,Y,5.2,2,>=30,Y,17
BA26QP,OK,Y,14.4,7.8,>=30,Y,28
BA17NQ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS408SG,No premises,N/A,N/A,N/A,N/A,N,0
BA16PY,OK,N,10.7,5.9,28.9,Y,7
BA12QN,OK,N,13.4,15.9,19.9,Y,6
BA20NE,OK,N,17.8,19.1,21.1,N,6
BA21JX,OK,Y,14.4,20,20,Y,6
BS395QW,No Data,N/A,N/A,N/A,N/A,N,0
BA25AZ,OK,N,6.9,7.6,9.1,N,9
BS311LX,OK,Y,19.1,12.1,>=30,Y,24
BA28TT,OK,Y,>=30,>=30,>=30,Y,47
BA32TX,OK,N,16.1,10.8,>=30,Y,4
BS313BA,OK,N,20.3,20,>=30,N,8
BA33RN,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA21JZ,OK,Y,28.2,20,>=30,Y,20
BA21SY,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA26XH,No Data,N/A,N/A,N/A,N/A,N,0
BS313LN,OK,Y,14.5,20,20,N,12
BA21JJ,OK,Y,18.2,16.1,>=30,Y,13
BA23AP,OK,Y,16.6,12.2,>=30,Y,28
BA16NF,OK,Y,10.2,4.3,>=30,Y,26
BA25LN,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS313LQ,OK,N,15.7,14.1,>=30,N,7
BA10FX,No premises,N/A,N/A,N/A,N/A,N,0
BA33AH,OK,N,13.5,15.3,20.8,N,5
BA33PW,OK,N,17.1,22,23.1,Y,3
BA10SJ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA15PS,No Data,N/A,N/A,N/A,N/A,Y,0
BA29JB,OK,Y,1,1,1.6,N,7
BA24RH,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA25DU,OK,Y,7.9,9.5,12.5,N,4
BA16EH,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BS396AD,No Data,N/A,N/A,N/A,N/A,N,0
BA28BL,No Data,N/A,N/A,N/A,N/A,Y,0
BA17QG,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA12PA,No premises,N/A,N/A,N/A,N/A,Y,0
BA15BN,OK,N,16.3,19.3,21.1,Y,11
BS406JR,No Data,N/A,N/A,N/A,N/A,N,0
BS312HN,OK,N,28.8,20,>=30,Y,13
BA32NZ,OK,Y,22,16.2,>=30,Y,14
BA26UN,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA22AG,OK,N,7.2,7.1,9,N,6
BA32HW,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA28LB,OK,Y,22.5,6.5,>=30,Y,26
BS140PX,OK,N,13.3,12.5,19.5,N,4
BA15JF,OK,N,7.7,7.8,10.6,Y,6
BS394EY,OK,N,4.6,4.5,6.1,N,4
BA14HG,OK,Y,12.3,4.7,>=30,Y,13
BS312WA,OK,Y,>=30,26.9,>=30,Y,8
BA10SG,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA15NR,OK,N,10.8,9.7,24.8,Y,8
BS406AQ,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA15PF,OK,N,10.5,10.7,14.7,Y,6
BA17HD,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA14AU,OK,N,6.5,6.7,7.5,Y,3
BS140PF,OK,N,26.8,20,>=30,Y,17
BA29HZ,No Data,N/A,N/A,N/A,N/A,N,0
BA16JL,OK,Y,10.7,7.1,>=30,Y,33
BS395EA,OK,Y,3.6,2.8,6.9,N,3
BS406NG,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BS140PU,OK,Y,22,19.4,>=30,Y,18
BS313EQ,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA10ST,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA29HX,OK,Y,1.6,1.7,2.2,N,9
BA20JW,OK,Y,14.8,17.9,20.3,N,11
BS408QL,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA23ED,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA11AQ,OK,N,15.8,16.2,20.8,N,7
BA18AE,No Data,N/A,N/A,N/A,N/A,N,0
BA26BU,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA11SH,No Data,N/A,N/A,N/A,N/A,Y,0
BA32PF,OK,N,18.3,10.6,>=30,Y,6
BS408UE,OK,N,7.2,6.9,11.9,N,10
BA32QA,No Data,N/A,N/A,N/A,N/A,Y,0
BA17NX,OK,Y,13.2,14.3,20,N,27
BA24ED,OK,Y,19,8.3,>=30,Y,8
BA32DN,OK,Y,13,7.5,>=30,Y,76
BA22SB,OK,N,17.5,11.8,>=30,Y,12
BS313HS,OK,N,14.9,8,>=30,N,3
BS313AN,OK,Y,18.3,20,>=30,N,7
BA19BP,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA26HE,No Data,N/A,N/A,N/A,N/A,Y,0
BA33SF,OK,N,12,12.9,15.4,Y,4
BA16HB,OK,N,24.8,7.8,>=30,Y,11
BA28JF,OK,N,>=30,>=30,>=30,Y,14
BA26BP,Insufficient Data,N/A,N/A,N/A,N/A,Y,1
BS394BD,OK,N,7.2,8,8.1,N,5
BA28HR,OK,N,>=30,>=30,>=30,Y,3
BS394AH,No Data,N/A,N/A,N/A,N/A,N,0
BA25LS,OK,N,19.8,21,24,N,14
BA33PF,OK,N,7.4,7.2,8.8,Y,5
BA33NH,Insufficient Data,N/A,N/A,N/A,N/A,Y,1
BA22TP,OK,N,>=30,20,>=30,Y,24
BS311AW,OK,N,20.3,18.9,>=30,Y,8
BA22AL,OK,Y,5.3,5,8.7,N,22
BA32TJ,No Data,N/A,N/A,N/A,N/A,N,0
BA25JT,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS311RT,OK,Y,22,11.1,>=30,Y,15
BA12PZ,OK,Y,15.8,17.9,>=30,N,31
BS312LQ,OK,Y,23.7,17.9,>=30,Y,27
BA20NR,OK,N,16.6,18.5,21,N,24
BA11PF,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA25ES,No Data,N/A,N/A,N/A,N/A,N,0
BS311HP,OK,Y,29.5,>=30,>=30,Y,7
BA12HY,No premises,N/A,N/A,N/A,N/A,N,0
BA12UD,OK,N,22.4,12,>=30,Y,19
BA18EY,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA13JP,OK,Y,8.3,5,>=30,Y,35
BA24JR,OK,N,5.1,5.1,5.5,Y,3
BA33DT,OK,N,15.7,16.9,21.5,Y,5
BA22SU,OK,N,24.9,18.7,>=30,Y,7
BS406JX,OK,Y,4,3.7,6.8,N,4
BA26UU,OK,Y,8.7,2.7,>=30,Y,6
BA10SH,No Data,N/A,N/A,N/A,N/A,N,0
BA33DD,OK,N,15,12.6,28.3,Y,4
BA17LJ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA24ET,No Data,N/A,N/A,N/A,N/A,N,0
BS406HR,No Data,N/A,N/A,N/A,N/A,N,0
BS395XQ,OK,Y,2,1.8,3.2,N,14
BA26PT,OK,N,10.4,11.1,16.3,Y,10
BA28ED,OK,Y,20.5,12.5,>=30,Y,14
BA24QZ,OK,Y,23.7,9.3,>=30,Y,47
BA11UF,No Data,N/A,N/A,N/A,N/A,Y,0
BA28LL,OK,Y,9.5,1.9,>=30,Y,9
BA25AH,No premises,N/A,N/A,N/A,N/A,N,0
BA28SR,OK,Y,>=30,>=30,>=30,Y,32
BS312NN,OK,N,18.7,19,20,Y,3
BA26AU,No Data,N/A,N/A,N/A,N/A,Y,0
BA12QW,OK,N,22.6,16.2,>=30,Y,9
BA17JY,OK,N,12.5,13,19,N,20
BS311BZ,OK,N,15.1,18.7,20.7,Y,10
BS397RA,OK,Y,5,4.8,8.2,Y,15
BS408QU,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BS311LY,OK,Y,24.1,17.8,>=30,Y,12
BA14DX,OK,Y,9.6,4,>=30,Y,15
BS395QN,No Data,N/A,N/A,N/A,N/A,N,0
BA27GJ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA33YZ,OK,N,13.5,10.5,>=30,Y,39
BA18EG,OK,Y,9.2,9.3,17.1,N,5
BA27BZ,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA24QA,OK,N,10.9,10.1,16.8,Y,5
BS397AD,OK,Y,3.3,3,8.7,N,7
BS312DT,OK,Y,>=30,21.2,>=30,Y,10
BA33XS,OK,N,10.2,8.7,>=30,Y,15
BA23PG,OK,Y,20.6,16.4,>=30,Y,11
BA20JY,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA26PE,OK,N,11.6,11.8,21,N,21
BA22TY,OK,N,12.2,10.8,18.8,N,6
BA27AZ,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA28LD,OK,Y,4.1,4.3,6.3,Y,4
BA21NS,OK,N,26.3,20,>=30,Y,5
BA10TN,No Data,N/A,N/A,N/A,N/A,N,0
BA28LJ,OK,Y,17.6,20,>=30,Y,38
BS395TA,OK,N,8.1,8.1,8.1,N,3
BA152BB,OK,Y,3.3,3.6,5.3,N,3
BA24NN,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA16PA,OK,N,8.7,6.1,>=30,Y,11
BA22XR,No premises,N/A,N/A,N/A,N/A,N,0
BA21SJ,OK,Y,17.5,2.8,>=30,Y,20
BA25QG,OK,N,13.6,12.3,20.9,N,7
BS311PL,OK,N,26.6,16.4,>=30,Y,14
BA13RS,No Data,N/A,N/A,N/A,N/A,Y,0
BS311HA,OK,N,16,17.1,21.5,Y,4
BA29AP,OK,N,4.4,4.5,5.6,N,6
BA26SN,OK,N,4.6,5,5.6,N,4
BA21JL,OK,Y,>=30,20,>=30,Y,15
BA32BL,OK,Y,20.3,13.4,>=30,Y,16
BA10DH,No premises,N/A,N/A,N/A,N/A,N,0
BA21QY,OK,Y,28.1,20,>=30,Y,36
BA21SZ,OK,Y,24.2,20,>=30,Y,29
BA22AQ,OK,Y,5.7,5.7,10.6,N,30
BA26LJ,No Data,N/A,N/A,N/A,N/A,Y,0
BS396EP,OK,N,5.8,6.7,7.4,N,6
BA13NB,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BS395ST,No Data,N/A,N/A,N/A,N/A,N,0
BS395RH,OK,Y,5.4,6.4,9,N,12
BA32DZ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA13RJ,OK,N,18.5,5.6,>=30,Y,19
BA26RP,OK,Y,12.5,10,>=30,Y,23
BA16LB,OK,N,21.2,7.2,>=30,Y,13
BA12UQ,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA26PP,OK,N,15.2,16.6,18.8,N,7
BA13JN,OK,Y,3.6,4.1,6.5,Y,8
BA11QU,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA29EU,No Data,N/A,N/A,N/A,N/A,Y,0
BA11BG,OK,N,16.3,18.3,21.5,N,5
BA25RS,OK,N,15.2,16.7,23.1,N,44
BA21RT,OK,Y,21.2,5.6,>=30,Y,4
BA16NL,OK,Y,20.3,5.7,>=30,Y,17
BS397PH,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA25NJ,OK,Y,8.8,4.4,>=30,Y,18
BA10SU,No Data,N/A,N/A,N/A,N/A,N,0
BA33JS,OK,N,15,16.2,21.4,N,39
BS311AE,OK,Y,22.2,20,>=30,Y,31
BA22TD,OK,N,>=30,>=30,>=30,Y,16
BS395RY,OK,N,6.8,7.6,8.1,N,5
BA22HY,OK,N,29.9,20,>=30,Y,33
BA33JD,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA11UH,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BS313LG,OK,N,25,7.6,>=30,N,10
BA22TH,OK,N,11.1,9.7,16.1,Y,4
BA12JB,OK,N,18.8,21.3,24.4,Y,4
BA27AG,OK,Y,3.6,3.8,6.3,N,6
BA13BJ,No Data,N/A,N/A,N/A,N/A,Y,0
BS407XE,OK,Y,2.9,3.3,6.2,N,5
BA13BP,OK,N,17.1,12.4,>=30,Y,19
BA32UP,OK,N,15.5,16.9,21.6,N,4
BS396UU,OK,Y,3.7,3.6,5.3,N,10
BS396HD,OK,Y,3.8,3.4,5.9,N,13
BA33LT,OK,N,18.2,11.5,>=30,Y,8
BA33YG,OK,N,16,8.4,>=30,Y,24
BA27DH,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BS408XR,No Data,N/A,N/A,N/A,N/A,N,0
BA24RQ,OK,Y,28.9,10.8,>=30,Y,23
BS397NF,OK,Y,26,21.3,>=30,Y,7
BA24PT,OK,N,27.7,15.4,>=30,Y,15
BA13EU,OK,N,8,7.7,8.9,Y,4
BA28TA,OK,Y,21.5,1.8,>=30,Y,22
BA33JG,No Data,N/A,N/A,N/A,N/A,N,0
BA33TL,OK,N,14.4,13.3,20.9,Y,6
BA17NR,OK,N,17.5,18.1,22.5,N,34
BA33QP,OK,N,9.1,10.4,15.4,Y,10
BS406NL,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA17BG,OK,Y,13.4,5.8,>=30,Y,22
BA18AL,No Data,N/A,N/A,N/A,N/A,N,0
BA24EP,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
